y,U.mag,U_0,U_1,U_2
0,0,0,0,0
0.000296632,7.51646,7.51646,-0.000227014,4.07998e-23
0.000596102,9.55748,9.55748,-0.000505346,-2.4554e-24
0.000900397,10.5238,10.5238,-0.000849923,-7.19775e-23
0.00121153,11.1034,11.1034,-0.00124956,7.22886e-23
0.00153158,11.4949,11.4949,-0.00169744,8.74906e-23
0.00186264,11.7815,11.7815,-0.00219112,-9.73111e-23
0.00220692,12.0041,12.0041,-0.00272978,-8.35575e-23
0.00256668,12.1847,12.1847,-0.00331409,6.97782e-23
0.00294431,12.3363,12.3363,-0.00394597,-2.49092e-23
0.00334229,12.467,12.467,-0.0046284,4.03987e-23
0.00376326,12.5822,12.5822,-0.0053652,5.88754e-23
0.00421,12.6855,12.6855,-0.00616089,-9.35906e-23
0.00468544,12.7795,12.7795,-0.00702068,-3.72815e-23
0.00519274,12.8662,12.8662,-0.00795035,-1.08263e-22
0.00573524,12.9469,12.9469,-0.00895636,2.68444e-23
0.00631651,13.0229,13.0229,-0.0100457,1.08456e-22
0.00694041,13.0949,13.0949,-0.0112262,3.06485e-23
0.00761104,13.1637,13.1636,-0.0125062,1.06968e-24
0.00833284,13.2297,13.2297,-0.0138948,4.54075e-23
0.00911058,13.2936,13.2936,-0.0154019,-1.41766e-23
0.0099494,13.3557,13.3557,-0.0170383,1.67049e-23
0.0108548,13.4163,13.4163,-0.0188156,3.80537e-24
0.0118329,13.4758,13.4758,-0.0207466,-1.84442e-22
0.0128901,13.5344,13.5343,-0.0228448,1.13636e-23
0.0140333,13.5923,13.5923,-0.0251251,2.11669e-22
0.0152702,13.6499,13.6499,-0.0276036,3.7187e-23
0.0166089,13.7073,13.7073,-0.0302977,-9.68361e-23
0.0180584,13.7647,13.7647,-0.0332263,-3.27422e-23
0.0196282,13.8224,13.8224,-0.0364098,8.34174e-23
0.0213288,13.8806,13.8805,-0.0398704,1.14035e-22
0.0231714,13.9393,13.9393,-0.0436319,-8.45074e-23
0.0251682,13.999,13.9989,-0.0477204,-1.14636e-22
0.0273326,14.0597,14.0596,-0.0521639,-9.62429e-26
0.0296789,14.1217,14.1216,-0.0569928,2.14801e-22
0.0322227,14.1852,14.1851,-0.06224,2.60289e-23
0.0349809,14.2506,14.2504,-0.0679411,-2.26777e-22
0.0379719,14.3179,14.3177,-0.0741344,-1.23618e-22
0.0412155,14.3877,14.3875,-0.0808615,1.9839e-23
0.0447333,14.4601,14.4598,-0.0881673,1.00024e-22
0.0485489,14.5355,14.5352,-0.0961,-3.5888e-23
0.0526875,14.6143,14.614,-0.104712,1.71356e-23
0.0571768,14.6969,14.6965,-0.11406,5.93462e-23
0.0620466,14.7838,14.7833,-0.124204,-1.78063e-23
0.0673295,14.8755,14.8748,-0.135208,1.0887e-23
0.0730607,14.9725,14.9717,-0.147144,4.70283e-23
0.0792784,15.0755,15.0746,-0.160087,-1.26143e-22
0.0860241,15.1852,15.1842,-0.174116,2.72831e-22
0.0933428,15.3026,15.3014,-0.189316,2.74862e-22
0.101283,15.4284,15.427,-0.205781,-4.91299e-23
0.109899,15.5637,15.5621,-0.223605,-2.81687e-22
0.119247,15.71,15.7081,-0.242891,9.83804e-23
0.12939,15.8684,15.8662,-0.263748,-1.8224e-22
0.140395,16.0408,16.0382,-0.286287,-1.20335e-21
0.152337,16.2289,16.2259,-0.310624,1.0179e-21
0.165296,16.4351,16.4316,-0.336878,6.69187e-22
0.179357,16.6619,16.6579,-0.36517,-1.52749e-21
0.194615,16.9123,16.9076,-0.395617,-7.92296e-22
0.211171,17.1899,17.1845,-0.428333,8.43891e-22
0.229138,17.4988,17.4926,-0.463422,2.27677e-21
0.248635,17.8439,17.8368,-0.500974,8.86559e-22
0.269793,18.2309,18.2229,-0.54105,-1.35303e-21
0.292753,18.6665,18.6574,-0.583681,-1.37715e-21
0.317669,19.1584,19.148,-0.628846,1.04628e-21
0.344708,19.7069,19.6953,-0.675747,4.06781e-22
0.372405,20.2958,20.283,-0.722356,-1.04269e-21
0.399623,20.9061,20.892,-0.766925,-8.05742e-22
0.426397,21.5311,21.5159,-0.808971,-6.4982e-24
0.452757,22.1699,22.1537,-0.848521,5.33438e-21
0.478735,22.8217,22.8045,-0.885603,-3.28363e-24
0.504358,23.4854,23.4674,-0.920261,-4.5385e-21
0.529657,24.1599,24.141,-0.952584,0
0.554656,24.8439,24.8244,-0.982586,4.58635e-21
0.579382,25.5407,25.5207,-1.00997,-5.93814e-21
0.603859,26.2618,26.2414,-1.03453,1.606e-21
0.628112,27.0167,26.996,-1.0561,4.74572e-21
0.652163,27.802,27.7813,-1.07452,-5.4317e-21
0.676035,28.6049,28.5841,-1.09019,3.4728e-21
0.699751,29.41,29.3893,-1.10367,2.54561e-21
0.72333,30.2035,30.1829,-1.1154,-2.80996e-21
0.746795,30.9734,30.9529,-1.12573,-4.38208e-21
0.770165,31.7082,31.6879,-1.13491,2.11411e-21
0.79346,32.3996,32.3794,-1.14315,1.07204e-21
0.816699,33.0451,33.0251,-1.15061,-2.739e-21
0.839903,33.6516,33.6316,-1.15725,-1.3098e-21
0.863088,34.2302,34.2104,-1.16304,5.72901e-22
0.886275,34.7849,34.7653,-1.16791,8.1619e-22
0.909481,35.3094,35.2899,-1.17194,3.40397e-21
0.932723,35.7933,35.774,-1.17549,-2.02291e-21
0.956021,36.2268,36.2076,-1.17896,3.5788e-21
0.97939,36.6041,36.585,-1.18276,8.82075e-21
1.00285,36.9265,36.9074,-1.18717,-1.74332e-20
1.02641,37.2024,37.1833,-1.19227,-9.77685e-21
1.0501,37.4448,37.4256,-1.19789,1.03031e-20
1.07392,37.6682,37.6489,-1.20375,2.74728e-21
1.0979,37.8839,37.8645,-1.20971,-2.02201e-20
1.12205,38.0948,38.0754,-1.21564,3.54295e-22
1.14639,38.2998,38.2803,-1.22155,2.05779e-20
1.17093,38.4989,38.4793,-1.22745,-5.30321e-21
1.19568,38.6931,38.6734,-1.23329,3.43714e-23
1.22066,38.8822,38.8624,-1.23897,-1.99292e-20
1.24589,39.0648,39.0449,-1.24435,4.44089e-20
1.27137,39.2401,39.2202,-1.24938,2.98493e-20
1.29713,39.4104,39.3904,-1.25414,3.79996e-21
1.32317,39.5796,39.5595,-1.25875,-6.35032e-21
1.34951,39.7496,39.7296,-1.26329,-4.99554e-20
1.37616,39.9209,39.9008,-1.26773,0
1.40313,40.0933,40.0731,-1.27204,0
1.43043,40.2665,40.2462,-1.27622,0
1.45807,40.4399,40.4196,-1.28024,0
1.48607,40.6128,40.5925,-1.28411,1.00644e-20
1.51444,40.7842,40.7639,-1.28782,9.72857e-21
1.54318,40.9531,40.9327,-1.29136,-1.06621e-20
1.57231,41.1182,41.0978,-1.29476,-1.03258e-20
1.60184,41.2779,41.2575,-1.29809,0
1.63178,41.4247,41.4043,-1.30126,-1.63977e-20
1.66213,41.5435,41.523,-1.3038,6.04637e-20
1.69292,41.623,41.6025,-1.30515,1.72644e-20
1.72416,41.6671,41.6467,-1.30533,-5.93744e-21
1.75585,41.6893,41.6688,-1.30479,1.0748e-21
1.78802,41.6994,41.679,-1.3038,-5.27099e-20
1.82067,41.701,41.6806,-1.30241,0
1.85383,41.6946,41.6743,-1.30063,0
1.88751,41.6814,41.6611,-1.29852,0
1.92173,41.664,41.6438,-1.29613,0
1.95652,41.6454,41.6253,-1.29357,0
1.9919,41.6281,41.6081,-1.29091,0
2.02791,41.6141,41.5942,-1.2882,0
2.06456,41.6046,41.5848,-1.28545,0
2.10268,41.6009,41.5811,-1.28264,0
2.1443,41.6042,41.5845,-1.27969,0
2.18977,41.616,41.5964,-1.27656,-2.60359e-20
2.23946,41.6371,41.6176,-1.27322,-1.75396e-21
2.29376,41.6669,41.6475,-1.26955,2.66317e-20
2.35309,41.7034,41.6842,-1.26542,1.5371e-22
2.4179,41.7431,41.7241,-1.2606,-2.0983e-21
2.48863,41.7814,41.7625,-1.25483,-1.66642e-21
2.56575,41.814,41.7953,-1.24785,-1.15132e-22
2.64971,41.8387,41.8203,-1.23945,1.56149e-21
2.74098,41.857,41.8389,-1.22953,0
2.83997,41.874,41.8562,-1.21814,0
2.94709,41.8964,41.8791,-1.20537,0
3.06269,41.9285,41.9115,-1.19118,0
3.18706,41.9684,41.952,-1.17536,0
3.3204,42.0098,41.9938,-1.15755,0
3.46281,42.0467,42.0313,-1.13744,0
3.61427,42.0797,42.065,-1.11504,0
3.77463,42.1144,42.1002,-1.09052,0
3.94358,42.1533,42.1399,-1.06395,0
4.12067,42.1931,42.1804,-1.03522,4.16282e-20
4.30525,42.23,42.218,-1.00432,7.41592e-21
4.49655,42.2655,42.2543,-0.971537,-4.05167e-20
4.6936,42.3016,42.2912,-0.937109,2.58127e-20
4.89531,42.3364,42.3268,-0.901184,3.32953e-20
5.10047,42.3689,42.36,-0.864063,-3.09167e-20
5.30776,42.4001,42.3921,-0.826098,-2.53562e-20
5.51581,42.4295,42.4222,-0.78756,-6.69422e-23
5.72323,42.4567,42.4501,-0.748815,3.09832e-20
5.92863,42.482,42.476,-0.710171,-6.59894e-22
6.13069,42.5051,42.4998,-0.671949,-7.27236e-20
6.32816,42.5262,42.5214,-0.634433,4.25733e-20
6.51991,42.5453,42.5411,-0.597883,3.80445e-20
6.70495,42.5625,42.5588,-0.562527,-4.32645e-20
6.88244,42.5781,42.5748,-0.528551,-2.02911e-20
7.0517,42.5921,42.5892,-0.496125,2.37553e-20
7.21224,42.6033,42.6007,-0.465352,-9.98466e-21
7.3637,42.6024,42.6002,-0.436274,-2.27719e-20
7.5059,42.5587,42.5567,-0.408463,3.46845e-20
7.63878,42.4047,42.4029,-0.380833,-7.1894e-22
7.76243,42.0538,42.0523,-0.351273,-1.33923e-20
7.87701,41.4785,41.4773,-0.319289,-2.38298e-20
7.9828,40.7567,40.7557,-0.287641,-1.88079e-20
8.08014,40.0053,40.0045,-0.258611,6.2078e-21
8.16941,39.3016,39.3009,-0.232434,2.91554e-20
8.25106,38.6627,38.6621,-0.20879,2.3507e-20
8.32554,38.0735,38.073,-0.187391,-1.69622e-20
8.39331,37.5201,37.5197,-0.168002,-2.14183e-20
8.45484,36.9945,36.9941,-0.150444,-4.32061e-22
8.5106,36.4913,36.491,-0.134515,2.29052e-20
8.56104,36.0063,36.0061,-0.120048,2.11618e-20
8.60659,35.5362,35.5361,-0.106906,-6.55395e-21
8.64767,35.0785,35.0783,-0.0949812,4.12826e-22
8.68467,34.6313,34.6312,-0.0841843,9.25971e-22
8.71795,34.1934,34.1934,-0.0744408,3.29354e-22
8.74786,33.7638,33.7637,-0.065677,7.18452e-21
8.77471,33.3412,33.3411,-0.0578175,6.1222e-23
8.79881,32.9252,32.9252,-0.0507913,4.32143e-21
8.8204,32.5158,32.5158,-0.0445293,-3.98704e-21
8.83975,32.1128,32.1128,-0.0389642,-7.50882e-22
8.85708,31.7162,31.7162,-0.0340328,3.74684e-21
8.87259,31.3259,31.3259,-0.0296752,-3.11645e-21
8.88646,30.9415,30.9415,-0.0258352,2.4823e-22
8.89886,30.5629,30.5629,-0.0224596,8.80584e-22
8.90995,30.1898,30.1898,-0.0194991,1.23725e-22
8.91986,29.8217,29.8217,-0.0169081,1.338e-22
8.92872,29.4582,29.4582,-0.0146446,1.04763e-21
8.93663,29.0987,29.0987,-0.0126705,1.77302e-21
8.94369,28.7427,28.7427,-0.0109513,1.20191e-21
8.95,28.3895,28.3895,-0.00945585,-1.79208e-21
8.95564,28.0386,28.0386,-0.00815637,-2.45984e-21
8.96067,27.689,27.689,-0.00702814,0
8.96517,27.3402,27.3402,-0.00604921,-5.58789e-22
8.96918,26.9913,26.9913,-0.00520022,-1.32884e-21
8.97276,26.6414,26.6414,-0.00446417,-2.10824e-21
8.97596,26.2897,26.2897,-0.00382614,1.42971e-21
8.97882,25.9352,25.9352,-0.0032731,2.76789e-21
8.98137,25.5767,25.5767,-0.00279373,-3.22699e-21
8.98365,25.2131,25.2131,-0.00237818,1.93074e-21
8.98569,24.843,24.843,-0.00201791,1.66634e-22
8.9875,24.4648,24.4648,-0.00170553,-1.43654e-21
8.98913,24.0765,24.0765,-0.00143467,3.19432e-21
8.99058,23.676,23.676,-0.00119982,-3.60241e-22
8.99188,23.2605,23.2605,-0.000996272,0
8.99304,22.8265,22.8265,-0.000819933,1.81874e-21
8.99408,22.3695,22.3695,-0.000667319,1.9535e-21
8.99501,21.8836,21.8836,-0.000535455,-2.35559e-21
8.99583,21.3607,21.3607,-0.000421823,-2.22419e-21
8.99658,20.7893,20.7893,-0.000324318,-1.40897e-21
8.99724,20.1523,20.1523,-0.000241183,2.45243e-22
8.99784,19.4229,19.4229,-0.000171057,1.92037e-21
8.99837,18.5552,18.5552,-0.000113844,8.44133e-22
8.99885,17.463,17.463,-7.32834e-05,8.44134e-22
8.99927,15.9402,15.9402,-5.63911e-05,-2.45494e-21
8.99966,13.0901,13.0901,-5.28709e-05,-1.20293e-21
9,0,0,0,0
